,will it rain tomorrow,my prediction
18475,No,No
18476,No,No
18477,No,No
18478,No,No
18479,No,No
18480,No,No
18481,Yes,No
18482,Yes,No
18483,Yes,No
18484,No,No
18485,No,No
18486,No,No
18487,No,No
18488,No,No
18489,No,No
18490,Yes,No
18491,No,No
18492,No,No
18493,No,No
18494,Yes,Yes
18495,Yes,Yes
18496,No,No
18497,No,No
18498,No,No
18499,No,No
18500,No,No
18501,No,No
18502,Yes,No
18503,No,No
18504,No,No
18505,No,Yes
18506,No,No
18507,No,No
18508,No,No
18509,No,No
18510,Yes,No
18511,No,No
18512,Yes,No
18513,No,No
18514,No,No
18515,No,No
18516,No,Yes
18517,No,No
18518,No,No
18519,No,No
18520,No,No
18521,Yes,No
18522,Yes,Yes
18523,No,No
18524,No,No
18525,No,No
18526,No,No
18527,No,Yes
18528,No,No
18529,No,No
18530,Yes,Yes
18531,No,No
18532,No,No
18533,No,No
18534,No,No
18535,No,No
18536,No,No
18537,No,No
18538,Yes,No
18539,No,No
18540,No,No
18541,No,No
18542,No,No
18543,No,No
18544,No,No
18545,Yes,Yes
18546,No,No
18547,No,No
18548,No,No
18549,No,No
18550,No,No
18551,No,No
18552,No,No
18553,Yes,No
18554,No,No
18555,No,No
18556,No,No
18557,No,No
18558,No,No
18559,No,No
18560,No,No
18561,No,No
18562,No,No
18563,No,No
18564,Yes,Yes
18565,No,No
18566,No,No
18567,No,No
18568,No,Yes
18569,No,No
18570,No,No
18571,Yes,Yes
18572,No,No
18573,No,No
18574,No,No
18575,No,No
18576,No,No
18577,Yes,No
18578,No,No
18579,Yes,No
18580,No,No
18581,No,No
18582,Yes,Yes
18583,No,No
18584,Yes,Yes
18585,No,No
18586,No,No
18587,No,No
18588,No,No
18589,No,No
18590,No,No
18591,No,No
18592,No,No
18593,No,No
18594,No,No
18595,No,No
18596,Yes,No
18597,Yes,No
18598,No,No
18599,No,No
18600,No,No
18601,No,No
18602,No,No
18603,No,No
18604,No,No
18605,Yes,Yes
18606,No,No
18607,Yes,No
18608,No,No
18609,No,No
18610,No,No
18611,No,No
18612,Yes,No
18613,No,No
18614,No,No
18615,No,No
18616,Yes,No
18617,No,No
18618,No,No
18619,Yes,No
18620,No,No
18621,No,No
18622,No,No
18623,Yes,No
18624,No,No
18625,No,No
18626,No,No
18627,No,No
18628,No,No
18629,No,No
18630,Yes,No
18631,Yes,Yes
18632,No,No
18633,No,No
18634,Yes,No
18635,No,No
18636,No,No
18637,No,No
18638,No,No
18639,Yes,Yes
18640,No,No
18641,Yes,Yes
18642,No,No
18643,No,No
18644,No,No
18645,No,No
18646,Yes,No
18647,No,No
18648,No,No
18649,No,No
18650,No,No
18651,Yes,No
18652,Yes,Yes
18653,No,No
18654,No,No
18655,No,No
18656,No,No
18657,No,No
18658,No,No
18659,No,No
18660,No,No
18661,Yes,Yes
18662,No,No
18663,No,No
18664,No,No
18665,No,No
18666,No,No
18667,No,No
18668,Yes,No
18669,No,No
18670,No,No
18671,Yes,No
18672,No,No
18673,No,No
18674,No,No
18675,Yes,Yes
18676,Yes,No
18677,No,No
18678,No,Yes
18679,Yes,No
18680,No,No
18681,No,No
18682,No,No
18683,No,No
18684,No,No
18685,No,No
18686,No,No
18687,No,No
18688,Yes,Yes
18689,No,No
18690,Yes,Yes
18691,Yes,No
18692,No,No
18693,No,Yes
18694,Yes,No
18695,No,No
18696,No,No
18697,No,No
18698,No,No
18699,No,No
18700,No,No
18701,Yes,Yes
18702,Yes,Yes
18703,No,Yes
18704,No,No
18705,No,No
18706,No,No
18707,Yes,No
18708,No,No
18709,No,No
18710,Yes,Yes
18711,Yes,No
18712,No,No
18713,Yes,Yes
18714,No,No
18715,Yes,No
18716,No,No
18717,No,No
18718,Yes,Yes
18719,No,No
18720,No,No
18721,No,Yes
18722,No,No
18723,No,No
18724,No,No
18725,No,No
18726,Yes,Yes
18727,No,No
18728,No,No
18729,No,No
18730,Yes,Yes
18731,No,No
18732,No,No
18733,No,No
18734,Yes,No
18735,No,Yes
18736,No,No
18737,No,No
18738,No,No
18739,No,Yes
18740,No,No
18741,No,No
18742,No,No
18743,Yes,Yes
18744,Yes,Yes
18745,No,No
18746,No,Yes
18747,No,No
18748,No,No
18749,No,No
18750,No,No
18751,No,No
18752,Yes,Yes
18753,No,No
18754,No,No
18755,No,No
18756,No,Yes
18757,No,No
18758,No,No
18759,No,No
18760,No,No
18761,No,No
18762,Yes,Yes
18763,No,No
18764,No,No
18765,Yes,No
18766,Yes,Yes
18767,No,No
18768,No,No
18769,No,No
18770,No,No
18771,Yes,Yes
18772,No,Yes
18773,No,Yes
18774,No,No
18775,No,No
18776,No,No
18777,No,No
18778,No,No
18779,No,No
18780,No,No
18781,Yes,Yes
18782,Yes,No
18783,No,No
18784,No,No
18785,Yes,No
18786,No,No
18787,No,No
18788,No,No
18789,Yes,No
18790,Yes,No
18791,No,No
18792,No,No
18793,Yes,Yes
18794,No,No
18795,No,No
18796,No,No
18797,Yes,Yes
18798,No,No
18799,No,No
18800,Yes,No
18801,No,No
18802,Yes,No
18803,No,No
18804,No,No
18805,No,No
18806,No,Yes
18807,No,No
18808,No,No
18809,Yes,Yes
18810,No,No
18811,No,No
18812,Yes,Yes
18813,No,No
18814,No,No
18815,No,No
18816,Yes,No
18817,Yes,Yes
18818,Yes,Yes
18819,Yes,No
18820,No,No
18821,No,No
18822,No,No
18823,Yes,Yes
18824,Yes,Yes
18825,Yes,Yes
18826,No,No
18827,No,No
18828,No,No
18829,No,No
18830,No,No
18831,No,No
18832,Yes,Yes
18833,No,No
18834,No,No
18835,No,No
18836,No,No
18837,No,No
18838,No,No
18839,No,No
18840,Yes,Yes
18841,No,No
18842,No,No
18843,No,No
18844,No,No
18845,No,No
18846,No,No
18847,No,No
18848,No,No
18849,No,No
18850,No,No
18851,No,No
18852,No,No
18853,No,No
18854,No,No
18855,No,No
18856,No,Yes
18857,No,No
18858,No,No
18859,No,No
18860,No,No
18861,No,No
18862,No,No
18863,No,No
18864,No,No
18865,No,No
18866,No,No
18867,No,Yes
18868,No,No
18869,No,No
18870,No,No
18871,No,No
18872,No,No
18873,No,No
18874,Yes,No
18875,Yes,Yes
18876,No,No
18877,No,No
18878,No,No
18879,No,No
18880,No,No
18881,No,No
18882,Yes,Yes
18883,No,No
18884,Yes,No
18885,No,No
18886,No,No
18887,No,No
18888,No,No
18889,No,No
18890,Yes,No
18891,Yes,No
18892,No,No
18893,No,No
18894,No,No
18895,No,No
18896,No,No
18897,No,Yes
18898,No,Yes
18899,No,No
18900,No,No
18901,No,No
18902,Yes,No
18903,No,No
18904,No,No
18905,No,No
18906,No,No
18907,No,No
18908,Yes,No
18909,No,No
18910,No,No
18911,No,Yes
18912,No,No
18913,Yes,No
18914,No,Yes
18915,No,No
18916,No,No
18917,No,No
18918,No,Yes
18919,No,No
18920,No,No
18921,No,No
18922,No,No
18923,Yes,Yes
18924,No,No
18925,No,Yes
18926,No,No
18927,No,No
18928,No,No
18929,No,No
18930,Yes,No
18931,No,No
18932,No,No
18933,No,No
18934,Yes,No
18935,No,No
18936,Yes,Yes
18937,No,No
18938,No,No
18939,No,No
18940,Yes,No
18941,No,No
18942,No,No
18943,No,No
18944,No,No
18945,No,No
18946,Yes,No
18947,No,No
18948,No,No
18949,No,No
18950,No,No
18951,No,No
18952,Yes,No
18953,No,No
18954,Yes,Yes
18955,Yes,Yes
18956,Yes,Yes
18957,No,No
18958,No,No
18959,Yes,Yes
18960,No,No
18961,No,No
18962,No,No
18963,No,No
18964,Yes,Yes
18965,No,No
18966,No,No
18967,No,No
18968,No,No
18969,No,No
18970,No,Yes
18971,No,No
18972,No,No
18973,No,No
18974,No,No
18975,No,No
18976,No,No
18977,No,No
18978,No,No
18979,No,No
18980,No,No
18981,No,No
18982,No,No
18983,No,No
18984,Yes,No
18985,Yes,Yes
18986,No,No
18987,No,No
18988,No,No
18989,Yes,Yes
18990,No,No
18991,No,No
18992,No,No
18993,Yes,No
18994,No,No
18995,No,No
18996,No,No
18997,No,No
18998,Yes,Yes
18999,Yes,Yes
19000,Yes,Yes
19001,No,No
19002,No,No
19003,No,No
19004,No,No
19005,Yes,No
19006,No,No
19007,No,No
19008,No,No
19009,No,No
19010,No,No
19011,No,No
19012,No,No
19013,No,No
19014,No,No
19015,No,No
19016,No,No
19017,No,No
19018,No,No
19019,No,No
19020,No,No
19021,No,No
19022,No,No
19023,No,Yes
19024,Yes,Yes
19025,No,No
19026,No,No
19027,No,No
19028,No,No
19029,Yes,Yes
19030,No,No
19031,No,No
19032,No,No
19033,No,No
19034,No,No
19035,No,No
19036,No,No
19037,No,No
19038,Yes,Yes
19039,No,No
19040,No,No
19041,No,No
19042,No,No
19043,No,No
19044,No,No
19045,No,No
19046,No,No
19047,No,No
19048,No,No
19049,No,No
19050,No,No
19051,No,No
19052,No,No
19053,No,No
19054,Yes,No
19055,No,No
19056,Yes,Yes
19057,No,Yes
19058,No,No
19059,No,No
19060,No,No
19061,No,No
19062,No,No
19063,No,No
19064,No,No
19065,Yes,Yes
19066,No,No
19067,Yes,No
19068,Yes,Yes
19069,Yes,Yes
19070,Yes,No
19071,No,No
19072,No,No
19073,Yes,No
19074,No,No
19075,Yes,No
19076,Yes,No
19077,No,No
19078,Yes,Yes
19079,No,No
19080,Yes,Yes
19081,No,No
19082,No,No
19083,No,Yes
19084,No,Yes
19085,No,No
19086,No,No
19087,Yes,No
19088,No,No
19089,Yes,No
19090,No,No
19091,No,No
19092,No,No
19093,No,No
19094,No,No
19095,Yes,No
19096,Yes,No
19097,No,No
19098,No,No
19099,Yes,Yes
19100,No,No
19101,No,No
19102,No,No
19103,No,No
19104,No,No
19105,Yes,No
19106,No,No
19107,Yes,Yes
19108,No,No
19109,No,No
19110,No,No
19111,No,No
19112,No,No
19113,No,No
19114,Yes,Yes
19115,No,No
19116,No,No
19117,No,No
19118,No,No
19119,No,No
19120,Yes,Yes
19121,No,No
19122,No,No
19123,Yes,Yes
19124,No,No
19125,Yes,No
19126,Yes,No
19127,Yes,No
19128,No,No
19129,No,No
19130,Yes,Yes
19131,No,No
19132,No,No
19133,Yes,Yes
19134,No,No
19135,No,No
19136,No,No
19137,Yes,No
19138,No,No
19139,No,No
19140,Yes,Yes
19141,No,No
19142,Yes,Yes
19143,No,No
19144,No,No
19145,No,No
19146,No,Yes
19147,No,No
19148,Yes,No
19149,No,Yes
19150,No,Yes
19151,No,Yes
19152,No,No
19153,No,No
19154,Yes,Yes
19155,Yes,No
19156,Yes,Yes
19157,Yes,No
19158,Yes,Yes
19159,Yes,Yes
19160,No,No
19161,No,No
19162,Yes,Yes
19163,No,No
19164,No,No
19165,No,No
19166,Yes,No
19167,No,No
19168,Yes,No
19169,No,No
19170,No,No
19171,No,No
19172,Yes,No
19173,Yes,No
19174,No,No
19175,No,No
19176,No,No
19177,No,No
19178,No,No
19179,No,No
19180,Yes,No
19181,No,No
19182,No,No
19183,Yes,No
19184,Yes,Yes
19185,Yes,Yes
19186,Yes,Yes
19187,Yes,No
19188,No,Yes
19189,No,No
19190,Yes,No
19191,No,No
19192,No,No
19193,No,No
19194,Yes,No
19195,Yes,No
19196,Yes,No
19197,Yes,Yes
19198,Yes,No
19199,Yes,Yes
19200,No,No
19201,No,No
19202,No,No
19203,No,No
19204,No,No
19205,No,No
19206,No,No
19207,No,No
19208,No,No
19209,No,No
19210,No,No
19211,No,No
19212,Yes,No
19213,No,No
19214,No,No
19215,Yes,No
19216,No,No
19217,No,No
19218,No,Yes
19219,Yes,No
19220,No,No
19221,No,No
19222,No,Yes
19223,No,No
19224,Yes,No
19225,No,No
19226,No,No
19227,Yes,No
19228,No,No
19229,Yes,No
19230,Yes,Yes
19231,No,No
19232,No,Yes
19233,No,No
19234,No,No
19235,Yes,No
19236,No,No
19237,No,No
19238,Yes,Yes
19239,No,No
19240,No,No
19241,No,No
19242,No,No
19243,No,No
19244,No,No
19245,No,No
19246,Yes,No
19247,No,No
19248,No,No
19249,No,No
19250,No,No
19251,No,No
19252,No,No
19253,No,No
19254,No,No
19255,No,No
19256,No,No
19257,No,No
19258,No,No
19259,No,No
19260,No,No
19261,Yes,No
19262,Yes,No
19263,Yes,Yes
19264,No,No
19265,No,No
19266,Yes,Yes
19267,No,No
19268,No,No
19269,No,Yes
19270,No,No
19271,No,No
19272,Yes,No
19273,No,No
19274,No,No
19275,No,No
19276,No,No
19277,No,No
19278,Yes,No
19279,Yes,No
19280,No,No
19281,Yes,No
19282,No,No
19283,No,No
19284,No,No
19285,Yes,Yes
19286,Yes,No
19287,Yes,Yes
19288,No,No
19289,No,No
19290,No,No
19291,Yes,No
19292,No,No
19293,No,No
19294,No,No
19295,No,No
19296,No,No
19297,Yes,No
19298,Yes,No
19299,No,No
19300,No,No
19301,No,No
19302,Yes,No
19303,No,No
19304,Yes,Yes
19305,Yes,Yes
19306,Yes,Yes
19307,No,No
19308,No,No
19309,No,No
19310,No,No
19311,No,No
19312,No,No
19313,No,Yes
19314,No,Yes
19315,Yes,No
19316,No,No
19317,No,No
19318,No,No
19319,No,No
19320,No,No
19321,No,No
19322,Yes,Yes
19323,No,No
19324,No,No
19325,No,No
19326,No,No
19327,No,No
19328,No,No
19329,No,No
19330,No,No
19331,Yes,No
19332,No,No
19333,No,No
19334,Yes,Yes
19335,No,No
19336,No,No
19337,No,No
19338,No,Yes
19339,No,No
19340,Yes,Yes
19341,No,No
19342,No,No
19343,No,No
19344,No,Yes
19345,No,No
19346,Yes,Yes
19347,Yes,No
19348,No,No
19349,Yes,Yes
19350,Yes,No
19351,No,No
19352,Yes,No
19353,No,No
19354,No,No
19355,No,No
19356,No,No
19357,No,No
19358,Yes,Yes
19359,No,No
19360,No,No
19361,No,No
19362,Yes,No
19363,No,No
19364,No,No
19365,No,No
19366,No,No
19367,No,No
19368,Yes,Yes
19369,Yes,No
19370,No,No
19371,No,Yes
19372,No,No
19373,No,No
19374,No,Yes
19375,No,No
19376,No,No
19377,No,No
19378,No,No
19379,No,No
19380,No,No
19381,No,No
19382,Yes,Yes
19383,No,No
19384,No,No
19385,No,No
19386,No,No
19387,No,No
19388,No,No
19389,No,No
19390,No,No
19391,No,No
19392,No,No
19393,No,No
19394,No,No
19395,No,No
19396,No,No
19397,No,No
19398,Yes,Yes
19399,No,No
19400,No,No
19401,No,No
19402,Yes,No
19403,No,No
19404,No,No
19405,No,No
19406,No,No
19407,Yes,No
19408,No,No
19409,No,No
19410,Yes,No
19411,No,No
19412,Yes,No
19413,No,Yes
19414,No,No
19415,Yes,No
19416,No,No
19417,Yes,No
19418,No,No
19419,No,No
19420,No,No
19421,No,No
19422,Yes,No
19423,Yes,Yes
19424,Yes,Yes
19425,No,No
19426,No,No
19427,Yes,No
19428,Yes,No
19429,No,No
19430,No,No
19431,No,No
19432,No,No
19433,No,No
19434,No,No
19435,No,No
19436,Yes,Yes
19437,No,No
19438,No,No
19439,Yes,No
19440,No,No
19441,Yes,No
19442,No,No
19443,No,No
19444,No,No
19445,Yes,Yes
19446,No,No
19447,No,No
19448,No,No
19449,No,No
19450,Yes,Yes
19451,No,No
19452,No,No
19453,No,No
19454,No,No
19455,No,No
19456,Yes,No
19457,Yes,No
19458,No,No
19459,No,No
19460,Yes,No
19461,No,Yes
19462,No,No
19463,No,No
19464,No,No
19465,No,No
19466,No,No
19467,No,No
19468,No,No
19469,Yes,No
19470,No,No
19471,Yes,No
19472,No,No
19473,No,No
19474,No,No
19475,No,No
19476,No,No
19477,No,No
19478,Yes,Yes
19479,No,No
19480,No,No
19481,No,No
19482,No,No
19483,Yes,No
19484,Yes,Yes
19485,No,No
19486,No,No
19487,No,No
19488,No,No
19489,No,No
19490,No,No
19491,No,No
19492,Yes,No
19493,No,No
19494,No,No
19495,Yes,Yes
19496,No,No
19497,Yes,Yes
19498,Yes,No
19499,No,No
19500,No,No
19501,Yes,No
19502,No,No
19503,No,No
19504,No,No
19505,Yes,Yes
19506,No,Yes
19507,No,No
19508,No,No
19509,No,No
19510,No,No
19511,No,No
19512,No,No
19513,Yes,No
19514,No,No
19515,No,No
19516,No,No
19517,Yes,No
19518,No,No
19519,No,No
19520,No,No
19521,No,No
19522,No,No
19523,No,No
19524,No,No
19525,No,No
19526,Yes,No
19527,Yes,Yes
19528,No,No
19529,No,No
19530,No,No
19531,No,No
19532,No,No
19533,No,No
19534,No,No
19535,No,No
19536,No,No
19537,No,No
19538,No,No
19539,No,No
19540,No,No
19541,Yes,Yes
19542,Yes,Yes
19543,Yes,No
19544,No,No
19545,No,No
19546,No,No
19547,No,Yes
19548,No,No
19549,No,No
19550,No,Yes
19551,No,No
19552,No,No
19553,No,Yes
19554,No,No
19555,No,Yes
19556,No,No
19557,No,Yes
19558,Yes,Yes
19559,No,No
19560,Yes,Yes
19561,No,No
19562,Yes,Yes
19563,No,No
19564,No,No
19565,No,No
19566,No,No
19567,No,No
19568,No,No
19569,No,No
19570,No,No
19571,Yes,No
19572,Yes,Yes
19573,Yes,No
19574,No,No
19575,No,No
19576,Yes,Yes
19577,No,No
19578,No,No
19579,Yes,Yes
19580,No,No
19581,No,No
19582,No,No
19583,No,No
19584,No,No
19585,Yes,No
19586,No,No
19587,No,No
19588,Yes,Yes
19589,Yes,No
19590,No,No
19591,No,No
19592,No,No
19593,No,No
19594,No,No
19595,No,No
19596,No,No
19597,Yes,Yes
19598,No,No
19599,No,No
19600,No,No
19601,No,No
19602,Yes,No
19603,No,No
19604,No,No
19605,No,No
19606,Yes,No
19607,No,No
19608,No,No
19609,Yes,No
19610,Yes,Yes
19611,No,No
19612,No,No
19613,No,No
19614,No,No
19615,No,No
19616,No,No
19617,No,No
19618,Yes,Yes
19619,No,No
19620,Yes,No
19621,Yes,No
19622,Yes,No
19623,Yes,Yes
19624,No,No
19625,No,No
19626,No,No
19627,Yes,No
19628,No,No
19629,No,No
19630,No,No
19631,No,Yes
19632,No,No
19633,No,No
19634,No,No
19635,No,No
19636,No,No
19637,No,No
19638,No,No
19639,Yes,Yes
19640,No,No
19641,No,No
19642,No,No
19643,Yes,No
19644,No,No
19645,No,No
19646,No,No
19647,No,No
19648,No,No
19649,No,No
19650,No,No
19651,Yes,No
19652,No,No
19653,No,No
19654,No,Yes
19655,No,No
19656,No,No
19657,No,No
19658,No,No
19659,No,No
19660,No,No
19661,Yes,Yes
19662,No,No
19663,Yes,No
19664,No,Yes
19665,No,No
19666,No,No
19667,Yes,No
19668,No,No
19669,No,No
19670,No,No
19671,No,No
19672,No,No
19673,No,No
19674,No,No
19675,Yes,No
19676,Yes,No
19677,No,No
19678,Yes,Yes
19679,Yes,No
19680,No,No
19681,No,No
19682,No,Yes
19683,Yes,No
19684,No,No
19685,No,No
19686,Yes,Yes
19687,No,No
19688,No,No
19689,Yes,No
19690,No,No
19691,No,No
19692,No,Yes
19693,Yes,Yes
19694,Yes,No
19695,No,No
19696,No,No
19697,No,No
19698,Yes,Yes
19699,Yes,No
19700,Yes,Yes
19701,No,No
19702,No,No
19703,Yes,No
19704,Yes,No
19705,Yes,Yes
19706,No,No
19707,No,No
19708,No,No
19709,No,No
19710,No,No
19711,No,No
19712,No,Yes
19713,No,No
19714,No,No
19715,Yes,No
19716,No,No
19717,No,No
19718,No,No
19719,Yes,Yes
19720,No,No
19721,No,No
19722,No,No
19723,No,No
19724,No,No
19725,Yes,No
19726,No,No
19727,No,No
19728,No,Yes
19729,No,No
19730,No,No
19731,Yes,No
19732,No,No
19733,No,No
19734,No,No
19735,No,No
19736,No,No
19737,No,No
19738,No,Yes
19739,No,No
19740,Yes,No
19741,Yes,Yes
19742,Yes,Yes
19743,No,No
19744,No,No
19745,Yes,Yes
19746,No,No
19747,No,No
19748,No,No
19749,No,No
19750,No,No
19751,No,No
19752,No,No
19753,No,No
19754,Yes,No
19755,No,No
19756,No,No
19757,Yes,No
19758,Yes,No
19759,Yes,Yes
19760,No,No
19761,No,No
19762,No,Yes
19763,No,No
19764,Yes,No
19765,No,No
19766,Yes,No
19767,No,Yes
19768,No,No
19769,Yes,Yes
19770,No,No
19771,Yes,No
19772,No,No
19773,No,No
19774,No,No
19775,No,No
19776,No,No
19777,No,No
19778,No,No
19779,No,No
19780,No,No
19781,No,No
19782,No,No
19783,No,No
19784,Yes,Yes
19785,Yes,Yes
19786,No,No
19787,Yes,No
19788,No,No
19789,No,Yes
19790,No,No
19791,No,No
19792,No,No
19793,No,No
19794,Yes,Yes
19795,No,No
19796,No,No
19797,No,No
19798,No,No
19799,No,No
19800,No,No
19801,No,No
19802,No,No
19803,No,No
19804,No,No
19805,No,No
19806,Yes,No
19807,No,No
19808,No,No
19809,No,No
19810,No,No
19811,No,No
19812,No,No
19813,No,No
19814,No,No
19815,No,No
19816,No,No
19817,No,No
19818,Yes,No
19819,Yes,Yes
19820,Yes,No
19821,No,No
19822,Yes,No
19823,No,No
19824,No,No
19825,No,No
19826,No,No
19827,No,No
19828,No,No
19829,No,No
19830,No,No
19831,No,No
19832,No,No
19833,No,No
19834,No,No
19835,No,No
19836,No,No
19837,No,No
19838,Yes,No
19839,No,No
19840,No,No
19841,No,No
19842,No,Yes
19843,No,No
19844,No,No
19845,Yes,No
19846,No,No
19847,No,No
19848,No,No
19849,Yes,Yes
19850,Yes,Yes
19851,No,No
19852,Yes,Yes
19853,No,No
19854,No,No
19855,No,No
19856,No,No
19857,No,No
19858,No,No
19859,Yes,No
19860,No,No
19861,No,Yes
19862,Yes,Yes
19863,No,No
19864,No,No
19865,Yes,Yes
19866,No,Yes
19867,No,No
19868,Yes,Yes
19869,No,No
19870,No,No
19871,No,No
19872,No,No
19873,No,No
19874,No,No
19875,Yes,No
19876,No,No
19877,Yes,No
19878,No,No
19879,No,No
19880,No,No
19881,No,No
19882,No,No
19883,No,No
19884,Yes,Yes
19885,Yes,No
19886,No,No
19887,No,No
19888,Yes,No
19889,No,No
19890,Yes,Yes
19891,Yes,No
19892,No,No
19893,Yes,Yes
19894,No,No
19895,No,No
19896,No,No
19897,No,No
19898,No,No
19899,Yes,Yes
19900,No,No
19901,No,No
19902,No,No
19903,No,No
19904,No,No
19905,No,No
19906,Yes,Yes
19907,No,No
19908,No,No
19909,No,No
19910,No,No
19911,No,No
19912,No,No
19913,Yes,Yes
19914,No,No
19915,No,No
19916,No,No
19917,No,No
19918,No,No
19919,No,Yes
19920,No,No
19921,No,No
19922,Yes,No
19923,No,No
19924,Yes,Yes
19925,Yes,No
19926,Yes,No
19927,No,No
19928,Yes,No
19929,No,No
19930,Yes,No
19931,No,No
19932,Yes,Yes
19933,No,No
19934,No,No
19935,No,No
19936,No,Yes
19937,No,No
19938,No,No
19939,Yes,Yes
19940,No,No
19941,No,No
19942,No,No
19943,No,No
19944,No,No
19945,No,No
19946,Yes,Yes
19947,No,No
19948,No,Yes
19949,Yes,Yes
19950,Yes,Yes
19951,No,No
19952,Yes,No
19953,No,Yes
19954,No,No
19955,Yes,No
19956,No,Yes
19957,No,No
19958,No,No
19959,No,No
19960,No,No
19961,Yes,No
19962,No,No
19963,Yes,Yes
19964,No,No
19965,No,No
19966,No,No
19967,Yes,No
19968,No,No
19969,No,No
19970,No,No
19971,No,No
19972,No,No
19973,No,No
19974,No,No
19975,No,No
19976,No,No
19977,No,No
19978,No,No
19979,Yes,Yes
19980,No,No
19981,No,No
19982,No,No
19983,No,No
19984,No,No
19985,No,No
19986,No,No
19987,No,No
19988,No,No
19989,No,No
19990,Yes,No
19991,No,No
19992,No,No
19993,No,No
19994,Yes,No
19995,No,No
19996,No,No
19997,Yes,No
19998,No,No
19999,No,No
20000,No,No
20001,No,No
20002,Yes,Yes
20003,No,No
20004,Yes,No
20005,No,No
20006,No,No
20007,No,No
20008,No,No
20009,Yes,Yes
20010,No,No
20011,Yes,Yes
20012,No,No
20013,No,Yes
20014,No,No
20015,No,No
20016,No,No
20017,Yes,No
20018,No,No
20019,No,No
20020,No,No
20021,No,No
20022,No,No
20023,No,No
20024,No,No
20025,No,No
20026,No,No
20027,No,No
20028,No,No
20029,Yes,Yes
